Wortpaar,zugeteilte Distanz,Distanz Klasse,Verglichen mit gegebener Distanz,Spieler ID,Art des Levels,Version der gegebenen Distanz,Anzahl Bewertungen,Ursprung
Papiertaschentuch-Teller,4,2,anders,838,standard,2,4,studie
Papiertaschentuch-Teller,2,1,anders,682,standard,1,4,studie
Papiertaschentuch-Teller,3,2,0,0,0,0,4,vorstudie
Waschmaschine-Papiertaschentuch,6,3,anders,416,standard,8,9,studie
Waschmaschine-Papiertaschentuch,4,2,gleich,146,standard,7,9,studie
Waschmaschine-Papiertaschentuch,5,3,anders,532,standard,6,9,studie
Waschmaschine-Papiertaschentuch,2,1,anders,367,standard,5,9,studie
Waschmaschine-Papiertaschentuch,6,3,anders,868,standard,4,9,studie
Waschmaschine-Papiertaschentuch,4,2,gleich,431,standard,3,9,studie
Waschmaschine-Papiertaschentuch,3,2,anders,153,bonus,2,9,studie
Waschmaschine-Papiertaschentuch,2,1,anders,208,standard,1,9,studie
Waschmaschine-Papiertaschentuch,6,3,0,0,0,0,9,vorstudie
Papiertaschentuch-Weinflasche,6,3,anders,578,standard,4,5,studie
Papiertaschentuch-Weinflasche,5,3,anders,652,standard,3,5,studie
Papiertaschentuch-Weinflasche,1,1,anders,820,standard,2,5,studie
Papiertaschentuch-Weinflasche,5,3,anders,621,standard,1,5,studie
Papiertaschentuch-Weinflasche,4,2,initial,432,standard,0,5,studie
Bleistift-Plastikverpackung,2,1,anders,1008,standard,3,4,studie
Bleistift-Plastikverpackung,5,3,gleich,663,standard,2,4,studie
Bleistift-Plastikverpackung,4,2,anders,825,bonus,1,4,studie
Bleistift-Plastikverpackung,5,3,initial,682,bonus,0,4,studie
Geschirrtuch-Plastikverpackung,2,1,anders,151,standard,1,2,studie
Geschirrtuch-Plastikverpackung,1,1,initial,172,standard,0,2,studie
Hemd-Plastikverpackung,1,1,anders,146,standard,2,3,studie
Hemd-Plastikverpackung,2,1,anders,881,standard,1,3,studie
Hemd-Plastikverpackung,3,2,initial,1063,standard,0,3,studie
Plastikverpackung-Holzbrett,3,2,initial,151,standard,0,1,studie
Plastikverpackung-Kabel,6,3,initial,1088,standard,0,1,studie
Plastikverpackung-Kaffee,4,2,initial,738,standard,0,1,studie
Plastikverpackung-Klebeband,2,1,gleich,629,standard,4,5,studie
Plastikverpackung-Klebeband,2,1,gleich,643,bonus,3,5,studie
Plastikverpackung-Klebeband,1,1,anders,242,bonus,2,5,studie
Plastikverpackung-Klebeband,2,1,gleich,712,bonus,1,5,studie
Plastikverpackung-Klebeband,2,1,0,0,0,0,5,vorstudie
Plastikverpackung-Kochloeffel,3,2,anders,1008,standard,4,5,studie
Plastikverpackung-Kochloeffel,3,2,anders,825,bonus,3,5,studie
Plastikverpackung-Kochloeffel,4,2,anders,643,standard,2,5,studie
Plastikverpackung-Kochloeffel,4,2,anders,728,bonus,1,5,studie
Plastikverpackung-Kochloeffel,6,3,initial,1028,standard,0,5,studie
Plastikverpackung-Nadel,3,2,initial,136,standard,0,1,studie
Plastikverpackung-Papier,3,2,gleich,256,bonus,2,3,studie
Plastikverpackung-Papier,1,1,anders,728,standard,1,3,studie
Plastikverpackung-Papier,6,3,initial,698,standard,0,3,studie
Seife-Plastikverpackung,5,3,anders,825,standard,4,5,studie
Seife-Plastikverpackung,4,2,anders,643,standard,3,5,studie
Seife-Plastikverpackung,2,1,anders,102,standard,2,5,studie
Seife-Plastikverpackung,1,1,anders,208,bonus,1,5,studie
Seife-Plastikverpackung,6,3,initial,143,standard,0,5,studie
Streichholz-Plastikverpackung,4,2,anders,465,standard,5,6,studie
Streichholz-Plastikverpackung,2,1,gleich,404,standard,4,6,studie
Streichholz-Plastikverpackung,2,1,anders,448,standard,3,6,studie
Streichholz-Plastikverpackung,3,2,gleich,395,bonus,1,6,studie
Streichholz-Plastikverpackung,3,2,gleich,1063,standard,1,6,studie
Streichholz-Plastikverpackung,3,2,initial,712,standard,0,6,studie
Tisch-Plastikverpackung,3,2,anders,306,standard,4,5,studie
Tisch-Plastikverpackung,5,3,anders,663,standard,3,5,studie
Tisch-Plastikverpackung,1,1,gleich,242,bonus,2,5,studie
Tisch-Plastikverpackung,1,1,gleich,208,bonus,1,5,studie
Tisch-Plastikverpackung,1,1,initial,271,standard,0,5,studie
Schere-Bleistift,4,2,gleich,306,standard,2,3,studie
Schere-Bleistift,1,1,anders,1056,bonus,1,3,studie
Schere-Bleistift,6,3,initial,712,bonus,0,3,studie
Buegeleisen-Schere,2,1,anders,256,bonus,7,8,studie
Buegeleisen-Schere,1,1,anders,306,standard,6,8,studie
Buegeleisen-Schere,6,3,anders,290,standard,5,8,studie
Buegeleisen-Schere,3,2,gleich,367,bonus,4,8,studie
Buegeleisen-Schere,4,2,gleich,629,standard,3,8,studie
Buegeleisen-Schere,2,1,anders,621,standard,2,8,studie
Buegeleisen-Schere,2,1,anders,726,bonus,1,8,studie
Buegeleisen-Schere,6,3,initial,147,standard,0,8,studie
Schere-Faden,1,1,gleich,865,standard,3,4,studie
Schere-Faden,1,1,gleich,290,standard,2,4,studie
Schere-Faden,1,1,anders,825,bonus,1,4,studie
Schere-Faden,2,1,initial,164,standard,0,4,studie
Geschirrtuch-Schere,3,2,anders,367,bonus,1,2,studie
Geschirrtuch-Schere,2,1,initial,621,standard,0,2,studie
Schere-Glas,1,1,gleich,726,bonus,4,5,studie
Schere-Glas,1,1,anders,395,bonus,3,5,studie
Schere-Glas,2,1,gleich,143,bonus,2,5,studie
Schere-Glas,2,1,gleich,952,bonus,1,5,studie
Schere-Glas,2,1,initial,154,standard,0,5,studie
Holzbrett-Schere,5,3,anders,1088,standard,1,2,studie
Holzbrett-Schere,1,1,initial,395,bonus,0,2,studie
Schere-Kaffeemaschine,4,2,anders,1088,standard,1,2,studie
Schere-Kaffeemaschine,6,3,initial,432,standard,0,2,studie
Schere-Kerze,2,1,gleich,416,bonus,6,7,studie
Schere-Kerze,2,1,gleich,256,bonus,5,7,studie
Schere-Kerze,1,1,anders,404,standard,4,7,studie
Schere-Kerze,4,2,anders,367,bonus,3,7,studie
Schere-Kerze,2,1,gleich,726,bonus,2,7,studie
Schere-Kerze,4,2,anders,147,standard,1,7,studie
Schere-Kerze,1,1,initial,191,standard,0,7,studie
Schere-Klebeband,2,1,gleich,1088,standard,2,3,studie
Schere-Klebeband,2,1,anders,643,bonus,1,3,studie
Schere-Klebeband,1,1,initial,712,bonus,0,3,studie
Kochloeffel-Schere,2,1,gleich,682,bonus,2,3,studie
Kochloeffel-Schere,3,2,anders,1028,standard,1,3,studie
Kochloeffel-Schere,1,1,initial,154,standard,0,3,studie
Kochtopf-Schere,2,1,anders,564,standard,1,2,studie
Kochtopf-Schere,3,2,initial,242,bonus,0,2,studie
Schere-Korken,2,1,anders,306,standard,2,3,studie
Schere-Korken,4,2,anders,710,bonus,1,3,studie
Schere-Korken,2,1,initial,629,standard,0,3,studie
Papier-Schere,1,1,gleich,306,standard,11,12,studie
Papier-Schere,1,1,gleich,290,standard,10,12,studie
Papier-Schere,2,1,gleich,801,standard,9,12,studie
Papier-Schere,1,1,gleich,404,standard,8,12,studie
Papier-Schere,1,1,gleich,710,standard,7,12,studie
Papier-Schere,1,1,anders,621,standard,6,12,studie
Papier-Schere,1,1,anders,726,standard,5,12,studie
Papier-Schere,5,3,anders,102,standard,4,12,studie
Papier-Schere,2,1,gleich,938,standard,3,12,studie
Papier-Schere,1,1,gleich,432,standard,2,12,studie
Papier-Schere,2,1,anders,154,standard,1,12,studie
Papier-Schere,1,1,0,0,0,0,12,vorstudie
Plastikverpackung-Schere,2,1,gleich,367,standard,6,7,studie
Plastikverpackung-Schere,2,1,gleich,643,bonus,5,7,studie
Plastikverpackung-Schere,2,1,gleich,726,bonus,4,7,studie
Plastikverpackung-Schere,3,2,anders,395,bonus,3,7,studie
Plastikverpackung-Schere,3,2,anders,1028,standard,2,7,studie
Plastikverpackung-Schere,1,1,gleich,154,standard,1,7,studie
Plastikverpackung-Schere,1,1,initial,712,standard,0,7,studie
Schere-Schwamm,6,3,anders,801,standard,2,3,studie
Schere-Schwamm,2,1,anders,367,standard,1,3,studie
Schere-Schwamm,4,2,initial,629,standard,0,3,studie
Schere-Tisch,3,2,anders,662,standard,1,2,studie
Schere-Tisch,1,1,initial,306,standard,0,2,studie
Schwamm-Buegeleisen,5,3,anders,256,standard,1,2,studie
Schwamm-Buegeleisen,4,2,initial,629,standard,0,2,studie
Schwamm-Faden,5,3,anders,845,standard,1,2,studie
Schwamm-Faden,1,1,initial,164,bonus,0,2,studie
Schwamm-Gemuesemesser,2,1,anders,153,standard,2,3,studie
Schwamm-Gemuesemesser,1,1,gleich,395,bonus,1,3,studie
Schwamm-Gemuesemesser,1,1,initial,1056,standard,0,3,studie
Schwamm-Geschirrtuch,6,3,anders,860,standard,7,8,studie
Schwamm-Geschirrtuch,1,1,anders,865,standard,6,8,studie
Schwamm-Geschirrtuch,3,2,gleich,661,standard,5,8,studie
Schwamm-Geschirrtuch,4,2,gleich,663,standard,4,8,studie
Schwamm-Geschirrtuch,5,3,anders,652,standard,3,8,studie
Schwamm-Geschirrtuch,4,2,anders,933,bonus,2,8,studie
Schwamm-Geschirrtuch,3,2,gleich,726,standard,1,8,studie
Schwamm-Geschirrtuch,3,2,initial,242,standard,0,8,studie
Schwamm-Hemd,3,2,anders,256,standard,2,3,studie
Schwamm-Hemd,5,3,gleich,107,bonus,1,3,studie
Schwamm-Hemd,5,3,initial,629,bonus,0,3,studie
Schwamm-Kerze,5,3,anders,749,standard,1,2,studie
Schwamm-Kerze,3,2,initial,933,bonus,0,2,studie
Schwamm-Kopfhoerer,5,3,gleich,865,standard,4,5,studie
Schwamm-Kopfhoerer,4,2,anders,629,standard,3,5,studie
Schwamm-Kopfhoerer,6,3,gleich,938,bonus,2,5,studie
Schwamm-Kopfhoerer,5,3,anders,588,standard,1,5,studie
Schwamm-Kopfhoerer,6,3,initial,682,standard,0,5,studie
Schwamm-Korken,3,2,anders,652,standard,2,3,studie
Schwamm-Korken,6,3,anders,1066,standard,1,3,studie
Schwamm-Korken,5,3,initial,191,standard,0,3,studie
Schwamm-Lampe,4,2,initial,820,bonus,0,1,studie
Schwamm-Plastikverpackung,3,2,anders,416,standard,3,4,studie
Schwamm-Plastikverpackung,2,1,anders,938,bonus,2,4,studie
Schwamm-Plastikverpackung,5,3,gleich,242,bonus,1,4,studie
Schwamm-Plastikverpackung,5,3,initial,143,standard,0,4,studie
Schwamm-Spuelmittel,3,2,gleich,749,standard,12,13,studie
Schwamm-Spuelmittel,3,2,gleich,860,standard,11,13,studie
Schwamm-Spuelmittel,5,3,anders,782,standard,10,13,studie
Schwamm-Spuelmittel,2,1,gleich,865,standard,9,13,studie
Schwamm-Spuelmittel,2,1,gleich,306,standard,8,13,studie
Schwamm-Spuelmittel,4,2,anders,663,standard,7,13,studie
Schwamm-Spuelmittel,5,3,anders,652,standard,6,13,studie
Schwamm-Spuelmittel,5,3,anders,230,standard,5,13,studie
Schwamm-Spuelmittel,5,3,anders,1022,standard,4,13,studie
Schwamm-Spuelmittel,1,1,gleich,682,standard,3,13,studie
Schwamm-Spuelmittel,1,1,gleich,1028,standard,2,13,studie
Schwamm-Spuelmittel,1,1,gleich,164,bonus,1,13,studie
Schwamm-Spuelmittel,1,1,0,0,0,0,13,vorstudie
Tee-Schwamm,2,1,gleich,629,bonus,4,5,studie
Tee-Schwamm,2,1,anders,933,bonus,3,5,studie
Tee-Schwamm,3,2,gleich,643,standard,2,5,studie
Tee-Schwamm,4,2,anders,938,standard,1,5,studie
Tee-Schwamm,2,1,initial,682,standard,0,5,studie
Schwamm-Waescheklammer,6,3,anders,860,standard,3,4,studie
Schwamm-Waescheklammer,5,3,anders,256,standard,2,4,studie
Schwamm-Waescheklammer,4,2,gleich,643,standard,1,4,studie
Schwamm-Waescheklammer,4,2,initial,682,standard,0,4,studie
Schwamm-Waschmaschine,2,1,anders,416,standard,5,6,studie
Schwamm-Waschmaschine,4,2,gleich,256,standard,4,6,studie
Schwamm-Waschmaschine,2,1,anders,367,standard,3,6,studie
Schwamm-Waschmaschine,3,2,anders,705,standard,2,6,studie
Schwamm-Waschmaschine,4,2,gleich,202,standard,1,6,studie
Schwamm-Waschmaschine,4,2,0,0,0,0,6,vorstudie
Bleistift-Seife,2,1,anders,261,bonus,1,2,studie
Bleistift-Seife,3,2,initial,825,standard,0,2,studie
Seife-Geschirrtuch,2,1,gleich,672,bonus,9,10,studie
Seife-Geschirrtuch,1,1,anders,738,standard,8,10,studie
Seife-Geschirrtuch,1,1,anders,629,bonus,7,10,studie
Seife-Geschirrtuch,2,1,anders,652,standard,6,10,studie
Seife-Geschirrtuch,5,3,anders,825,standard,5,10,studie
Seife-Geschirrtuch,1,1,anders,621,standard,4,10,studie
Seife-Geschirrtuch,1,1,anders,728,standard,3,10,studie
Seife-Geschirrtuch,6,3,anders,1028,standard,2,10,studie
Seife-Geschirrtuch,6,3,anders,143,standard,1,10,studie
Seife-Geschirrtuch,3,2,initial,164,standard,0,10,studie
Glas-Seife,4,2,anders,697,bonus,5,6,studie
Glas-Seife,1,1,anders,782,standard,4,6,studie
Glas-Seife,3,2,gleich,801,bonus,3,6,studie
Glas-Seife,1,1,anders,383,standard,2,6,studie
Glas-Seife,2,1,anders,518,standard,1,6,studie
Glas-Seife,6,3,initial,1066,standard,0,6,studie
Seife-Kaffeemaschine,3,2,gleich,353,bonus,2,3,studie
Seife-Kaffeemaschine,1,1,anders,153,bonus,1,3,studie
Seife-Kaffeemaschine,5,3,initial,191,standard,0,3,studie
Seife-Kerze,1,1,initial,881,standard,0,1,studie
Seife-Kopfhoerer,1,1,anders,672,standard,1,2,studie
Seife-Kopfhoerer,5,3,initial,191,bonus,0,2,studie
Seife-Kugelschreiber,1,1,anders,672,standard,4,5,studie
Seife-Kugelschreiber,4,2,anders,102,standard,3,5,studie
Seife-Kugelschreiber,3,2,anders,728,standard,2,5,studie
Seife-Kugelschreiber,3,2,anders,153,bonus,1,5,studie
Seife-Kugelschreiber,1,1,initial,147,bonus,0,5,studie
Seife-Nadel,4,2,initial,290,bonus,0,1,studie
Seife-Papier,6,3,initial,710,standard,0,1,studie
Schere-Seife,2,1,anders,672,standard,2,3,studie
Schere-Seife,3,2,gleich,290,bonus,1,3,studie
Schere-Seife,3,2,initial,518,standard,0,3,studie
Seife-Schwamm,5,3,anders,845,standard,7,8,studie
Seife-Schwamm,1,1,gleich,261,standard,6,8,studie
Seife-Schwamm,3,2,anders,383,standard,5,8,studie
Seife-Schwamm,3,2,anders,202,standard,4,8,studie
Seife-Schwamm,1,1,gleich,1028,standard,3,8,studie
Seife-Schwamm,1,1,gleich,143,standard,2,8,studie
Seife-Schwamm,1,1,gleich,164,bonus,1,8,studie
Seife-Schwamm,1,1,0,0,0,0,8,vorstudie
Seife-Streichholz,4,2,initial,801,bonus,0,1,studie
Teller-Seife,1,1,gleich,738,standard,5,6,studie
Teller-Seife,2,1,gleich,838,standard,4,6,studie
Teller-Seife,1,1,anders,728,standard,3,6,studie
Teller-Seife,3,2,anders,682,bonus,2,6,studie
Teller-Seife,1,1,anders,825,standard,1,6,studie
Teller-Seife,2,1,initial,712,standard,0,6,studie
Tisch-Seife,3,2,anders,738,standard,1,2,studie
Tisch-Seife,1,1,initial,208,bonus,0,2,studie
Seife-Toilettenpapier,4,2,anders,256,standard,6,7,studie
Seife-Toilettenpapier,5,3,anders,306,bonus,5,7,studie
Seife-Toilettenpapier,4,2,anders,383,bonus,4,7,studie
Seife-Toilettenpapier,2,1,gleich,102,standard,3,7,studie
Seife-Toilettenpapier,1,1,gleich,728,standard,2,7,studie
Seife-Toilettenpapier,1,1,anders,1028,standard,1,7,studie
Seife-Toilettenpapier,2,1,initial,952,standard,0,7,studie
Gemuesemesser-Spuelmittel,4,2,gleich,697,standard,3,4,studie
Gemuesemesser-Spuelmittel,5,3,anders,643,standard,2,4,studie
Gemuesemesser-Spuelmittel,6,3,anders,164,bonus,1,4,studie
Gemuesemesser-Spuelmittel,1,1,0,0,0,0,4,vorstudie
Spuelmittel-Geschirrtuch,2,1,gleich,1008,standard,9,10,studie
Spuelmittel-Geschirrtuch,3,2,gleich,860,standard,8,10,studie
Spuelmittel-Geschirrtuch,1,1,anders,564,standard,7,10,studie
Spuelmittel-Geschirrtuch,1,1,anders,256,standard,6,10,studie
Spuelmittel-Geschirrtuch,4,2,anders,801,bonus,5,10,studie
Spuelmittel-Geschirrtuch,5,3,anders,663,standard,4,10,studie
Spuelmittel-Geschirrtuch,5,3,anders,652,standard,3,10,studie
Spuelmittel-Geschirrtuch,2,1,anders,621,standard,2,10,studie
Spuelmittel-Geschirrtuch,1,1,gleich,838,standard,1,10,studie
Spuelmittel-Geschirrtuch,1,1,initial,825,standard,0,10,studie
Hemd-Spuelmittel,1,1,gleich,652,bonus,1,2,studie
Hemd-Spuelmittel,1,1,initial,838,standard,0,2,studie
Spuelmittel-Holzbrett,6,3,anders,697,standard,1,2,studie
Spuelmittel-Holzbrett,1,1,initial,564,standard,0,2,studie
Spuelmittel-Kaffee,1,1,anders,256,standard,2,3,studie
Spuelmittel-Kaffee,4,2,anders,801,bonus,1,3,studie
Spuelmittel-Kaffee,3,2,initial,216,standard,0,3,studie
Spuelmittel-Kerze,5,3,anders,801,standard,1,2,studie
Spuelmittel-Kerze,6,3,initial,621,standard,0,2,studie
Spuelmittel-Kochloeffel,6,3,anders,865,standard,6,7,studie
Spuelmittel-Kochloeffel,2,1,anders,367,bonus,5,7,studie
Spuelmittel-Kochloeffel,4,2,anders,710,standard,4,7,studie
Spuelmittel-Kochloeffel,2,1,anders,629,standard,3,7,studie
Spuelmittel-Kochloeffel,1,1,anders,230,standard,2,7,studie
Spuelmittel-Kochloeffel,3,2,anders,208,standard,1,7,studie
Spuelmittel-Kochloeffel,5,3,initial,395,standard,0,7,studie
Spuelmittel-Kochtopf,3,2,gleich,146,bonus,6,7,studie
Spuelmittel-Kochtopf,1,1,anders,710,standard,5,7,studie
Spuelmittel-Kochtopf,5,3,anders,663,standard,4,7,studie
Spuelmittel-Kochtopf,3,2,gleich,652,standard,3,7,studie
Spuelmittel-Kochtopf,2,1,gleich,147,standard,2,7,studie
Spuelmittel-Kochtopf,2,1,anders,682,bonus,1,7,studie
Spuelmittel-Kochtopf,3,2,initial,395,standard,0,7,studie
Spuelmittel-Kopfhoerer,3,2,gleich,697,standard,6,7,studie
Spuelmittel-Kopfhoerer,5,3,anders,367,bonus,5,7,studie
Spuelmittel-Kopfhoerer,3,2,gleich,652,bonus,4,7,studie
Spuelmittel-Kopfhoerer,3,2,anders,560,standard,3,7,studie
Spuelmittel-Kopfhoerer,3,2,anders,147,standard,2,7,studie
Spuelmittel-Kopfhoerer,6,3,anders,1056,bonus,1,7,studie
Spuelmittel-Kopfhoerer,3,2,initial,164,standard,0,7,studie
Spuelmittel-Kugelschreiber,4,2,anders,801,bonus,2,3,studie
Spuelmittel-Kugelschreiber,4,2,anders,261,standard,1,3,studie
Spuelmittel-Kugelschreiber,2,1,initial,560,standard,0,3,studie
Spuelmittel-Papier,6,3,anders,621,standard,1,2,studie
Spuelmittel-Papier,1,1,initial,728,standard,0,2,studie
Plastikverpackung-Spuelmittel,5,3,anders,465,standard,3,4,studie
Plastikverpackung-Spuelmittel,2,1,anders,621,standard,2,4,studie
Plastikverpackung-Spuelmittel,4,2,anders,102,standard,1,4,studie
Plastikverpackung-Spuelmittel,5,3,initial,728,standard,0,4,studie
Seife-Spuelmittel,4,2,anders,564,standard,5,6,studie
Seife-Spuelmittel,1,1,anders,782,standard,4,6,studie
Seife-Spuelmittel,2,1,gleich,621,standard,3,6,studie
Seife-Spuelmittel,4,2,anders,102,standard,2,6,studie
Seife-Spuelmittel,1,1,gleich,682,bonus,1,6,studie
Seife-Spuelmittel,1,1,initial,825,standard,0,6,studie
Spuelmittel-Streichholz,4,2,gleich,465,standard,5,6,studie
Spuelmittel-Streichholz,3,2,anders,147,standard,4,6,studie
Spuelmittel-Streichholz,2,1,anders,652,bonus,3,6,studie
Spuelmittel-Streichholz,6,3,gleich,102,standard,2,6,studie
Spuelmittel-Streichholz,6,3,gleich,164,bonus,1,6,studie
Spuelmittel-Streichholz,6,3,initial,712,standard,0,6,studie
Spuelmittel-Tasse,1,1,anders,704,bonus,4,5,studie
Spuelmittel-Tasse,3,2,anders,256,standard,3,5,studie
Spuelmittel-Tasse,3,2,anders,738,standard,2,5,studie
Spuelmittel-Tasse,1,1,anders,367,bonus,1,5,studie
Spuelmittel-Tasse,2,1,initial,383,bonus,0,5,studie
Spuelmittel-Tee,3,2,anders,801,bonus,1,2,studie
Spuelmittel-Tee,1,1,initial,738,standard,0,2,studie
Spuelmittel-Waschmaschine,5,3,anders,578,standard,12,13,studie
Spuelmittel-Waschmaschine,2,1,anders,404,standard,11,13,studie
Spuelmittel-Waschmaschine,4,2,gleich,738,standard,10,13,studie
Spuelmittel-Waschmaschine,6,3,anders,825,bonus,9,13,studie
Spuelmittel-Waschmaschine,5,3,anders,643,standard,8,13,studie
Spuelmittel-Waschmaschine,1,1,anders,621,standard,7,13,studie
Spuelmittel-Waschmaschine,2,1,anders,726,standard,6,13,studie
Spuelmittel-Waschmaschine,4,2,gleich,102,standard,5,13,studie
Spuelmittel-Waschmaschine,2,1,anders,151,standard,4,13,studie
Spuelmittel-Waschmaschine,2,1,anders,147,bonus,3,13,studie
Spuelmittel-Waschmaschine,4,2,anders,682,bonus,2,13,studie
Spuelmittel-Waschmaschine,6,3,gleich,395,standard,1,13,studie
Spuelmittel-Waschmaschine,6,3,initial,154,standard,0,13,studie
Faden-Streichholz,4,2,gleich,697,standard,2,3,studie
Faden-Streichholz,4,2,anders,672,standard,1,3,studie
Faden-Streichholz,5,3,initial,803,standard,0,3,studie
Streichholz-Gemuesemesser,4,2,gleich,710,bonus,2,3,studie
Streichholz-Gemuesemesser,5,3,anders,663,standard,1,3,studie
Streichholz-Gemuesemesser,3,2,initial,643,bonus,0,3,studie
Streichholz-Hemd,1,1,anders,652,bonus,2,3,studie
Streichholz-Hemd,4,2,anders,719,standard,1,3,studie
Streichholz-Hemd,1,1,initial,1095,standard,0,3,studie
Holzbrett-Streichholz,3,2,anders,662,standard,4,5,studie
Holzbrett-Streichholz,6,3,anders,932,standard,3,5,studie
Holzbrett-Streichholz,6,3,anders,820,standard,2,5,studie
Holzbrett-Streichholz,1,1,anders,395,bonus,1,5,studie
Holzbrett-Streichholz,3,2,initial,952,standard,0,5,studie
Streichholz-Kaffee,4,2,anders,629,bonus,2,3,studie
Streichholz-Kaffee,2,1,gleich,191,bonus,1,3,studie
Streichholz-Kaffee,2,1,initial,592,standard,0,3,studie
Streichholz-Kaffeemaschine,1,1,anders,290,standard,1,2,studie
Streichholz-Kaffeemaschine,5,3,initial,1028,standard,0,2,studie
Kerze-Streichholz,5,3,anders,697,standard,11,12,studie
Kerze-Streichholz,2,1,anders,416,bonus,10,12,studie
Kerze-Streichholz,6,3,anders,704,standard,9,12,studie
Kerze-Streichholz,3,2,gleich,383,bonus,8,12,studie
Kerze-Streichholz,1,1,anders,621,standard,7,12,studie
Kerze-Streichholz,2,1,anders,306,standard,6,12,studie
Kerze-Streichholz,3,2,gleich,216,standard,5,12,studie
Kerze-Streichholz,5,3,anders,930,standard,4,12,studie
Kerze-Streichholz,6,3,anders,291,standard,3,12,studie
Kerze-Streichholz,1,1,anders,952,standard,2,12,studie
Kerze-Streichholz,3,2,anders,154,standard,1,12,studie
Kerze-Streichholz,1,1,initial,712,standard,0,12,studie
Kochtopf-Streichholz,2,1,gleich,801,bonus,1,2,studie
Kochtopf-Streichholz,2,1,initial,216,standard,0,2,studie
Streichholz-Kopfhoerer,2,1,anders,803,standard,2,3,studie
Streichholz-Kopfhoerer,3,2,anders,652,bonus,1,3,studie
Streichholz-Kopfhoerer,4,2,initial,938,standard,0,3,studie
Kugelschreiber-Streichholz,3,2,anders,672,standard,1,2,studie
Kugelschreiber-Streichholz,4,2,initial,191,standard,0,2,studie
Streichholz-Nadel,1,1,initial,672,standard,0,1,studie
Schere-Streichholz,2,1,anders,416,bonus,6,7,studie
Schere-Streichholz,5,3,gleich,801,standard,5,7,studie
Schere-Streichholz,4,2,gleich,710,bonus,4,7,studie
Schere-Streichholz,3,2,anders,395,bonus,3,7,studie
Schere-Streichholz,3,2,anders,154,standard,2,7,studie
Schere-Streichholz,5,3,anders,712,bonus,1,7,studie
Schere-Streichholz,6,3,0,0,0,0,7,vorstudie
Schwamm-Streichholz,5,3,anders,306,standard,1,2,studie
Schwamm-Streichholz,3,2,initial,107,standard,0,2,studie
Streichholz-Tee,4,2,anders,102,standard,1,2,studie
Streichholz-Tee,1,1,initial,164,bonus,0,2,studie
Streichholz-Topfdeckel,4,2,initial,416,bonus,0,1,studie
Streichholz-Waescheklammer,1,1,anders,643,standard,2,3,studie
Streichholz-Waescheklammer,1,1,anders,820,standard,1,3,studie
Streichholz-Waescheklammer,5,3,initial,383,standard,0,3,studie
Waschmaschine-Streichholz,3,2,anders,147,standard,3,4,studie
Waschmaschine-Streichholz,2,1,anders,102,standard,2,4,studie
Waschmaschine-Streichholz,6,3,gleich,432,bonus,1,4,studie
Waschmaschine-Streichholz,6,3,initial,208,bonus,0,4,studie
Streichholz-Weinflasche,1,1,anders,820,standard,4,5,studie
Streichholz-Weinflasche,3,2,gleich,629,standard,3,5,studie
Streichholz-Weinflasche,4,2,anders,102,standard,2,5,studie
Streichholz-Weinflasche,2,1,gleich,191,bonus,1,5,studie
Streichholz-Weinflasche,2,1,initial,395,bonus,0,5,studie
Tasse-Bleistift,4,2,anders,256,standard,2,3,studie
Tasse-Bleistift,6,3,anders,290,standard,1,3,studie
Tasse-Bleistift,5,3,initial,710,standard,0,3,studie
Tasse-Buegeleisen,4,2,anders,738,standard,1,2,studie
Tasse-Buegeleisen,6,3,initial,820,standard,0,2,studie
Tasse-Glas,1,1,anders,416,standard,7,8,studie
Tasse-Glas,3,2,gleich,231,standard,6,8,studie
Tasse-Glas,4,2,anders,672,standard,5,8,studie
Tasse-Glas,3,2,gleich,256,standard,4,8,studie
Tasse-Glas,1,1,anders,865,standard,3,8,studie
Tasse-Glas,2,1,anders,367,standard,2,8,studie
Tasse-Glas,2,1,anders,820,standard,1,8,studie
Tasse-Glas,4,2,initial,216,standard,0,8,studie
Tasse-Kabel,1,1,initial,256,standard,0,1,studie
Kaffee-Tasse,1,1,anders,231,standard,9,10,studie
Kaffee-Tasse,1,1,anders,256,standard,8,10,studie
Kaffee-Tasse,2,1,gleich,845,standard,7,10,studie
Kaffee-Tasse,2,1,anders,738,standard,6,10,studie
Kaffee-Tasse,6,3,anders,261,standard,5,10,studie
Kaffee-Tasse,1,1,anders,629,standard,4,10,studie
Kaffee-Tasse,3,2,gleich,881,standard,3,10,studie
Kaffee-Tasse,6,3,anders,216,standard,2,10,studie
Kaffee-Tasse,1,1,gleich,191,bonus,1,10,studie
Kaffee-Tasse,1,1,initial,952,standard,0,10,studie
Tasse-Klebeband,3,2,gleich,146,bonus,2,3,studie
Tasse-Klebeband,2,1,anders,643,bonus,1,3,studie
Tasse-Klebeband,3,2,initial,232,standard,0,3,studie
Kochloeffel-Tasse,4,2,anders,704,standard,5,6,studie
Kochloeffel-Tasse,1,1,gleich,865,standard,4,6,studie
Kochloeffel-Tasse,2,1,gleich,367,bonus,3,6,studie
Kochloeffel-Tasse,2,1,gleich,728,standard,2,6,studie
Kochloeffel-Tasse,2,1,anders,202,bonus,1,6,studie
Kochloeffel-Tasse,1,1,initial,164,standard,0,6,studie
Korken-Tasse,6,3,anders,600,standard,2,3,studie
Korken-Tasse,2,1,anders,290,standard,1,3,studie
