Wortpaar,zugeteilte Distanz,Distanz Klasse,Verglichen mit gegebener Distanz,Spieler ID,Art des Levels,Version der gegebenen Distanz,Anzahl Bewertungen,Ursprung
Bleistift-Buegeleisen,4,2,initial,682,standard,0,1,studie
Faden-Bleistift,2,1,gleich,672,standard,2,3,studie
Faden-Bleistift,3,2,anders,261,bonus,1,3,studie
Faden-Bleistift,1,1,initial,480,standard,0,3,studie
Bleistift-Feuerzeug,6,3,anders,803,bonus,2,3,studie
Bleistift-Feuerzeug,1,1,anders,306,standard,1,3,studie
Bleistift-Feuerzeug,3,2,initial,629,standard,0,3,studie
Bleistift-Gemuesemesser,5,3,initial,682,bonus,0,1,studie
Bleistift-Geschirrtuch,5,3,gleich,663,standard,1,2,studie
Bleistift-Geschirrtuch,5,3,initial,825,standard,0,2,studie
Hemd-Bleistift,3,2,gleich,738,standard,2,3,studie
Hemd-Bleistift,4,2,anders,261,bonus,1,3,studie
Hemd-Bleistift,2,1,initial,391,standard,0,3,studie
Kerze-Bleistift,3,2,anders,672,bonus,1,2,studie
Kerze-Bleistift,4,2,initial,933,standard,0,2,studie
Bleistift-Klebeband,1,1,anders,672,standard,3,4,studie
Bleistift-Klebeband,4,2,anders,865,bonus,2,4,studie
Bleistift-Klebeband,4,2,anders,216,standard,1,4,studie
Bleistift-Klebeband,2,1,initial,143,bonus,0,4,studie
Bleistift-Kochloeffel,3,2,anders,825,bonus,3,4,studie
Bleistift-Kochloeffel,5,3,anders,728,bonus,2,4,studie
Bleistift-Kochloeffel,4,2,anders,216,standard,1,4,studie
Bleistift-Kochloeffel,3,2,initial,592,standard,0,4,studie
Bleistift-Kochtopf,6,3,anders,1008,standard,4,5,studie
Bleistift-Kochtopf,2,1,anders,672,standard,3,5,studie
Bleistift-Kochtopf,4,2,gleich,256,bonus,2,5,studie
Bleistift-Kochtopf,3,2,anders,738,standard,1,5,studie
Bleistift-Kochtopf,5,3,initial,710,standard,0,5,studie
Bleistift-Kopfhoerer,1,1,anders,672,standard,3,4,studie
Bleistift-Kopfhoerer,4,2,gleich,629,bonus,2,4,studie
Bleistift-Kopfhoerer,6,3,anders,1056,bonus,1,4,studie
Bleistift-Kopfhoerer,1,1,initial,143,standard,0,4,studie
Bleistift-Kugelschreiber,4,2,anders,672,standard,7,8,studie
Bleistift-Kugelschreiber,3,2,gleich,738,standard,6,8,studie
Bleistift-Kugelschreiber,6,3,anders,261,standard,5,8,studie
Bleistift-Kugelschreiber,1,1,anders,663,standard,4,8,studie
Bleistift-Kugelschreiber,1,1,anders,391,standard,3,8,studie
Bleistift-Kugelschreiber,4,2,anders,306,standard,2,8,studie
Bleistift-Kugelschreiber,4,2,anders,607,standard,1,8,studie
Bleistift-Kugelschreiber,2,1,initial,143,bonus,0,8,studie
Bleistift-Papiertaschentuch,2,1,anders,480,standard,2,3,studie
Bleistift-Papiertaschentuch,3,2,gleich,191,standard,1,3,studie
Bleistift-Papiertaschentuch,3,2,0,0,0,0,3,vorstudie
Bleistift-Schwamm,5,3,initial,231,standard,0,1,studie
Bleistift-Spuelmittel,3,2,anders,803,bonus,2,3,studie
Bleistift-Spuelmittel,6,3,gleich,261,standard,1,3,studie
Bleistift-Spuelmittel,6,3,initial,1056,bonus,0,3,studie
Streichholz-Bleistift,1,1,anders,672,standard,3,4,studie
Streichholz-Bleistift,5,3,gleich,938,standard,2,4,studie
Streichholz-Bleistift,5,3,gleich,682,standard,1,4,studie
Streichholz-Bleistift,5,3,initial,712,standard,0,4,studie
Bleistift-Teller,4,2,initial,256,bonus,0,1,studie
Topfdeckel-Bleistift,2,1,anders,306,standard,1,2,studie
Topfdeckel-Bleistift,5,3,initial,629,standard,0,2,studie
Waescheklammer-Bleistift,1,1,anders,643,standard,2,3,studie
Waescheklammer-Bleistift,4,2,gleich,261,bonus,1,3,studie
Waescheklammer-Bleistift,4,2,initial,629,bonus,0,3,studie
Gemuesemesser-Buegeleisen,4,2,gleich,564,standard,7,8,studie
Gemuesemesser-Buegeleisen,3,2,anders,367,bonus,6,8,studie
Gemuesemesser-Buegeleisen,6,3,anders,663,standard,5,8,studie
Gemuesemesser-Buegeleisen,5,3,gleich,629,standard,4,8,studie
Gemuesemesser-Buegeleisen,5,3,anders,643,standard,3,8,studie
Gemuesemesser-Buegeleisen,3,2,anders,352,standard,2,8,studie
Gemuesemesser-Buegeleisen,3,2,anders,938,bonus,1,8,studie
Gemuesemesser-Buegeleisen,6,3,initial,952,bonus,0,8,studie
Geschirrtuch-Buegeleisen,4,2,anders,629,standard,2,3,studie
Geschirrtuch-Buegeleisen,1,1,gleich,820,standard,1,3,studie
Geschirrtuch-Buegeleisen,1,1,initial,621,standard,0,3,studie
Buegeleisen-Glas,6,3,anders,845,standard,6,7,studie
Buegeleisen-Glas,1,1,anders,801,standard,5,7,studie
Buegeleisen-Glas,2,1,gleich,820,standard,4,7,studie
Buegeleisen-Glas,2,1,gleich,629,bonus,3,7,studie
Buegeleisen-Glas,2,1,gleich,726,bonus,2,7,studie
Buegeleisen-Glas,1,1,anders,952,bonus,1,7,studie
Buegeleisen-Glas,3,2,initial,154,bonus,0,7,studie
Holzbrett-Buegeleisen,3,2,anders,564,standard,1,2,studie
Holzbrett-Buegeleisen,1,1,initial,1008,bonus,0,2,studie
Kabel-Buegeleisen,1,1,anders,865,standard,3,4,studie
Kabel-Buegeleisen,1,1,anders,191,bonus,2,4,studie
Kabel-Buegeleisen,3,2,gleich,682,bonus,1,4,studie
Kabel-Buegeleisen,3,2,initial,1028,standard,0,4,studie
Buegeleisen-Kaffee,2,1,gleich,151,standard,1,2,studie
Buegeleisen-Kaffee,2,1,initial,154,bonus,0,2,studie
Kerze-Buegeleisen,4,2,gleich,256,bonus,5,6,studie
Kerze-Buegeleisen,4,2,gleich,1008,bonus,4,6,studie
Kerze-Buegeleisen,2,1,anders,404,bonus,3,6,studie
Kerze-Buegeleisen,2,1,anders,367,bonus,2,6,studie
Kerze-Buegeleisen,6,3,gleich,230,standard,1,6,studie
Kerze-Buegeleisen,6,3,initial,726,bonus,0,6,studie
Buegeleisen-Klebeband,4,2,gleich,1008,bonus,1,2,studie
Buegeleisen-Klebeband,4,2,initial,304,bonus,0,2,studie
Buegeleisen-Kochloeffel,3,2,initial,629,standard,0,1,studie
Buegeleisen-Nadel,2,1,anders,256,bonus,2,3,studie
Buegeleisen-Nadel,2,1,anders,290,standard,1,3,studie
Buegeleisen-Nadel,5,3,initial,825,standard,0,3,studie
Buegeleisen-Papier,6,3,anders,290,standard,1,2,studie
Buegeleisen-Papier,3,2,initial,395,standard,0,2,studie
Papiertaschentuch-Buegeleisen,4,2,gleich,845,bonus,4,5,studie
Papiertaschentuch-Buegeleisen,6,3,anders,820,standard,3,5,studie
Papiertaschentuch-Buegeleisen,3,2,gleich,151,standard,2,5,studie
Papiertaschentuch-Buegeleisen,4,2,anders,208,standard,1,5,studie
Papiertaschentuch-Buegeleisen,2,1,initial,1095,standard,0,5,studie
Plastikverpackung-Buegeleisen,4,2,anders,820,standard,2,3,studie
Plastikverpackung-Buegeleisen,2,1,anders,726,bonus,1,3,studie
Plastikverpackung-Buegeleisen,1,1,initial,151,standard,0,3,studie
Buegeleisen-Seife,4,2,initial,845,bonus,0,1,studie
Buegeleisen-Spuelmittel,5,3,gleich,643,standard,2,3,studie
Buegeleisen-Spuelmittel,3,2,anders,938,bonus,1,3,studie
Buegeleisen-Spuelmittel,6,3,initial,825,standard,0,3,studie
Streichholz-Buegeleisen,5,3,gleich,663,standard,2,3,studie
Streichholz-Buegeleisen,3,2,anders,191,bonus,1,3,studie
Streichholz-Buegeleisen,6,3,initial,952,standard,0,3,studie
Teller-Buegeleisen,6,3,anders,367,standard,3,4,studie
Teller-Buegeleisen,4,2,anders,383,standard,2,4,studie
Teller-Buegeleisen,5,3,anders,352,bonus,1,4,studie
Teller-Buegeleisen,6,3,initial,825,standard,0,4,studie
Tisch-Buegeleisen,3,2,gleich,1008,bonus,9,10,studie
Tisch-Buegeleisen,4,2,anders,306,standard,8,10,studie
Tisch-Buegeleisen,1,1,anders,801,standard,7,10,studie
Tisch-Buegeleisen,4,2,anders,719,standard,6,10,studie
Tisch-Buegeleisen,2,1,gleich,938,standard,5,10,studie
Tisch-Buegeleisen,2,1,gleich,191,bonus,4,10,studie
Tisch-Buegeleisen,1,1,anders,1028,standard,3,10,studie
Tisch-Buegeleisen,2,1,gleich,952,bonus,2,10,studie
Tisch-Buegeleisen,1,1,anders,154,bonus,1,10,studie
Tisch-Buegeleisen,3,2,0,0,0,0,10,vorstudie
Buegeleisen-Toilettenpapier,4,2,anders,306,standard,4,5,studie
Buegeleisen-Toilettenpapier,1,1,anders,404,bonus,3,5,studie
Buegeleisen-Toilettenpapier,2,1,gleich,938,standard,2,5,studie
Buegeleisen-Toilettenpapier,3,2,anders,151,standard,1,5,studie
Buegeleisen-Toilettenpapier,2,1,initial,395,standard,0,5,studie
Waescheklammer-Buegeleisen,4,2,anders,564,standard,9,10,studie
Waescheklammer-Buegeleisen,2,1,gleich,845,standard,8,10,studie
Waescheklammer-Buegeleisen,1,1,anders,801,standard,7,10,studie
Waescheklammer-Buegeleisen,6,3,anders,820,standard,6,10,studie
Waescheklammer-Buegeleisen,4,2,anders,629,bonus,5,10,studie
Waescheklammer-Buegeleisen,3,2,anders,151,standard,4,10,studie
Waescheklammer-Buegeleisen,2,1,gleich,147,standard,3,10,studie
Waescheklammer-Buegeleisen,2,1,gleich,1028,standard,2,10,studie
Waescheklammer-Buegeleisen,1,1,anders,825,standard,1,10,studie
Waescheklammer-Buegeleisen,2,1,initial,154,standard,0,10,studie
Faden-Buegeleisen,6,3,initial,290,standard,0,1,studie
Glas-Faden,3,2,anders,801,standard,1,2,studie
Glas-Faden,1,1,initial,738,standard,0,2,studie
Faden-Holzbrett,2,1,gleich,820,bonus,1,2,studie
Faden-Holzbrett,2,1,initial,352,standard,0,2,studie
Faden-Kaffee,6,3,initial,164,bonus,0,1,studie
Faden-Kaffeemaschine,2,1,gleich,600,standard,5,6,studie
Faden-Kaffeemaschine,6,3,anders,261,standard,4,6,studie
Faden-Kaffeemaschine,1,1,gleich,710,standard,3,6,studie
Faden-Kaffeemaschine,3,2,anders,629,bonus,2,6,studie
Faden-Kaffeemaschine,1,1,gleich,395,bonus,1,6,studie
Faden-Kaffeemaschine,1,1,initial,712,standard,0,6,studie
Kochloeffel-Faden,1,1,anders,663,standard,1,2,studie
Kochloeffel-Faden,4,2,initial,629,bonus,0,2,studie
Faden-Kochtopf,2,1,anders,672,standard,3,4,studie
Faden-Kochtopf,3,2,gleich,738,standard,2,4,studie
Faden-Kochtopf,3,2,gleich,652,bonus,1,4,studie
Faden-Kochtopf,3,2,initial,543,standard,0,4,studie
Faden-Kopfhoerer,1,1,anders,672,standard,1,2,studie
Faden-Kopfhoerer,6,3,initial,290,standard,0,2,studie
Kugelschreiber-Faden,4,2,anders,672,standard,2,3,studie
Kugelschreiber-Faden,1,1,gleich,663,standard,1,3,studie
Kugelschreiber-Faden,1,1,initial,391,standard,0,3,studie
Faden-Papier,5,3,initial,663,standard,0,1,studie
Papiertaschentuch-Faden,5,3,gleich,803,standard,2,3,studie
Papiertaschentuch-Faden,6,3,anders,801,standard,1,3,studie
Papiertaschentuch-Faden,4,2,initial,652,bonus,0,3,studie
Seife-Faden,1,1,anders,672,standard,3,4,studie
Seife-Faden,4,2,gleich,261,bonus,2,4,studie
Seife-Faden,1,1,anders,480,standard,1,4,studie
Seife-Faden,6,3,0,0,0,0,4,vorstudie
Faden-Spuelmittel,5,3,anders,801,standard,2,3,studie
Faden-Spuelmittel,4,2,anders,825,bonus,1,3,studie
Faden-Spuelmittel,1,1,initial,102,bonus,0,3,studie
Teller-Faden,3,2,gleich,825,bonus,2,3,studie
Teller-Faden,4,2,anders,102,bonus,1,3,studie
Teller-Faden,1,1,initial,712,standard,0,3,studie
Waescheklammer-Faden,3,2,gleich,801,standard,2,3,studie
Waescheklammer-Faden,4,2,anders,261,bonus,1,3,studie
Waescheklammer-Faden,2,1,initial,191,standard,0,3,studie
Faden-Weinflasche,1,1,anders,738,standard,4,5,studie
Faden-Weinflasche,3,2,gleich,352,standard,3,5,studie
Faden-Weinflasche,2,1,anders,102,bonus,2,5,studie
Faden-Weinflasche,2,1,anders,825,bonus,1,5,studie
Faden-Weinflasche,5,3,initial,1056,standard,0,5,studie
Feuerzeug-Buegeleisen,4,2,gleich,304,bonus,1,2,studie
Feuerzeug-Buegeleisen,4,2,initial,629,standard,0,2,studie
Feuerzeug-Hemd,2,1,initial,825,standard,0,1,studie
Feuerzeug-Kaffeemaschine,1,1,anders,803,standard,4,5,studie
Feuerzeug-Kaffeemaschine,6,3,anders,306,standard,3,5,studie
Feuerzeug-Kaffeemaschine,1,1,anders,290,standard,2,5,studie
Feuerzeug-Kaffeemaschine,2,1,anders,153,standard,1,5,studie
Feuerzeug-Kaffeemaschine,5,3,initial,682,standard,0,5,studie
Klebeband-Feuerzeug,3,2,anders,304,bonus,1,2,studie
Klebeband-Feuerzeug,4,2,initial,1056,standard,0,2,studie
Feuerzeug-Kochloeffel,3,2,anders,404,standard,1,2,studie
Feuerzeug-Kochloeffel,2,1,initial,353,standard,0,2,studie
Feuerzeug-Nadel,4,2,initial,652,standard,0,1,studie
Plastikverpackung-Feuerzeug,2,1,anders,803,standard,3,4,studie
Plastikverpackung-Feuerzeug,4,2,gleich,607,bonus,2,4,studie
Plastikverpackung-Feuerzeug,2,1,anders,592,standard,1,4,studie
Plastikverpackung-Feuerzeug,5,3,0,0,0,0,4,vorstudie
Feuerzeug-Schere,2,1,anders,416,bonus,4,5,studie
Feuerzeug-Schere,6,3,anders,865,standard,3,5,studie
Feuerzeug-Schere,5,3,anders,801,standard,2,5,studie
Feuerzeug-Schere,1,1,anders,404,standard,1,5,studie
Feuerzeug-Schere,4,2,initial,629,standard,0,5,studie
Feuerzeug-Schwamm,4,2,anders,306,bonus,3,4,studie
Feuerzeug-Schwamm,3,2,gleich,801,standard,2,4,studie
Feuerzeug-Schwamm,3,2,anders,652,standard,1,4,studie
Feuerzeug-Schwamm,2,1,initial,153,standard,0,4,studie
Seife-Feuerzeug,4,2,anders,801,bonus,1,2,studie
Seife-Feuerzeug,3,2,initial,682,bonus,0,2,studie
Spuelmittel-Feuerzeug,6,3,anders,845,standard,6,7,studie
Spuelmittel-Feuerzeug,6,3,anders,803,bonus,5,7,studie
Spuelmittel-Feuerzeug,6,3,anders,404,standard,4,7,studie
Spuelmittel-Feuerzeug,3,2,gleich,147,standard,3,7,studie
Spuelmittel-Feuerzeug,2,1,anders,710,standard,2,7,studie
Spuelmittel-Feuerzeug,4,2,gleich,682,bonus,1,7,studie
Spuelmittel-Feuerzeug,4,2,initial,154,standard,0,7,studie
Streichholz-Feuerzeug,3,2,anders,416,bonus,8,9,studie
Streichholz-Feuerzeug,2,1,gleich,801,bonus,7,9,studie
Streichholz-Feuerzeug,2,1,gleich,404,standard,6,9,studie
Streichholz-Feuerzeug,1,1,anders,147,standard,5,9,studie
Streichholz-Feuerzeug,1,1,anders,820,standard,4,9,studie
Streichholz-Feuerzeug,2,1,gleich,383,bonus,3,9,studie
Streichholz-Feuerzeug,1,1,anders,621,standard,2,9,studie
Streichholz-Feuerzeug,4,2,anders,306,standard,1,9,studie
Streichholz-Feuerzeug,2,1,initial,930,standard,0,9,studie
Feuerzeug-Tasse,2,1,anders,306,standard,1,2,studie
Feuerzeug-Tasse,4,2,initial,710,standard,0,2,studie
